"X","time","month","Mslp","P5_f","P5_u","P5_v","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8th","P8zh","P500","P850","P_f","P_u","P_v","P_z","P_th","P_zh","R500","R850","Rhum","Shum","Temp","rainfall","clazz"
2306,"1976-11-10",11,-0.365,-0.608,-0.32,-0.487,0.928,92.81,0.299,0.368,0.006,-1.694,2.314,169.97,1.394,0.265,-0.273,0.828,0.14,-2.33,2.047,199.33,2.052,-0.851,0.615,1.543,0.103,-0.052,4.78,1
2309,"1976-11-13",11,0.859,0.436,0.527,0.445,0.003,81.26,-0.605,-0.287,-0.247,-1.177,0.144,185.64,1.394,0.08,0.933,0.645,-0.488,-1.554,-0.262,226.58,1.872,-1.234,0.812,0.388,-0.501,-0.511,2.512,1
2310,"1976-11-14",11,1.359,1.029,1.008,0.756,0.619,81.29,-0.605,-0.45,-0.31,-0.956,-0.476,191.2,0.973,-0.758,0.948,1.951,-1.65,-1.6,-0.592,242.9,1.633,-0.283,1.423,1.312,-0.977,-1.13,9.624,1
2311,"1976-11-15",11,1.47,0.351,0.459,0.445,1.412,80.89,-0.605,-0.205,-1.131,-0.217,-0.115,266.04,0.131,-0.719,1.36,1.224,-1.384,-0.369,0.306,262.12,0.493,-0.945,1.139,0.711,-0.767,-0.742,0.004,1
2313,"1976-11-17",11,0.767,0.944,0.894,1.377,-0.482,74.99,-1.51,-0.696,0.385,-0.365,-0.528,106.91,0.552,-0.076,0.643,0.66,-0.69,-1.273,-0.844,236.38,1.692,-0.951,0.572,-0.42,-0.703,-0.615,1.241,1
2314,"1976-11-18",11,0.761,0.718,0.756,0.756,-1.142,80.12,-0.605,-1.105,-0.247,-0.439,-0.683,180,0.552,-0.124,0.521,0.95,-1.048,-0.962,-0.498,247.64,1.033,-0.827,1.173,0.711,-0.713,-0.718,0.086,1
2315,"1976-11-19",11,0.622,0.634,0.665,0.756,-1.627,79.66,-0.605,-1.105,-0.373,-0.291,-0.166,243.65,0.552,0.197,0.719,0.431,-0.789,-0.119,0.985,265.56,0.433,-0.343,1.208,0.249,-0.35,-0.424,0.273,1
2316,"1976-11-20",11,0.872,0.944,0.939,0.911,-1.274,79.25,-1.058,-0.041,-0.942,-1.103,0.35,222.34,0.973,-0.163,0.628,2.404,-1.936,-1.87,-0.383,242.25,1.842,0.124,1.509,1.312,-0.814,-0.908,0.744,1
2318,"1976-11-22",11,1.38,1.424,1.329,0.833,-0.041,81.57,-0.605,-0.123,-0.752,-1.177,0.144,212.85,1.394,-0.67,0.933,1.753,-1.609,-1.242,-1.341,248.03,1.423,-0.484,-0.107,-2.383,-1.418,-1.143,0.127,1
2321,"1976-11-25",11,1.221,1.593,1.466,0.756,1.148,82.67,-0.605,-0.287,-0.752,-0.882,-0.218,223.87,0.552,-1.498,0.902,1.123,-1.239,-0.773,-0.047,253.56,0.883,1.619,0.366,-1.113,-1.138,-0.942,4.452,1
2333,"1976-12-07",12,0.758,0.972,0.985,-0.409,-0.261,90.34,0.299,-0.368,-0.436,-1.103,-0.218,198.57,0.973,-0.563,0.124,1.448,-1.277,-1.446,-1.325,241.8,1.663,-1.553,1.019,-0.536,-1.177,-1.238,0.028,1
2334,"1976-12-08",12,1.215,2.186,1.97,-0.021,-0.129,88.41,0.299,0.45,-0.247,-1.841,-0.425,182.72,2.236,-1.215,0.261,1.885,-1.353,-2.1,-1.677,233.32,2.322,-1.04,0.4,-0.905,-1.57,-1.782,0.126,1
2339,"1976-12-13",12,1.627,1.17,1.123,0.756,-1.979,81.76,-0.605,-0.778,0.006,-0.66,-0.735,159.41,0.552,0.168,1.712,1.133,-1.304,-0.477,-0.357,259.65,0.733,-0.88,0.787,-1.182,-1.228,-1.102,0.186,1
2351,"1976-12-25",12,-0.063,1.509,1.42,-0.254,0.091,89.44,0.299,-0.614,0.322,-0.513,0.867,129.95,0.552,-1.303,-0.64,0.736,-0.805,-1.161,0.904,240.28,1.153,-1.022,1.096,1.127,-0.901,-1.08,0.622,1
2352,"1976-12-26",12,1.249,2.214,1.993,-0.642,0.003,91.59,0.752,-0.368,-0.057,-1.029,0.144,173.79,1.394,-1.508,0.246,2.495,-2.066,-1.712,-0.387,245.07,1.812,-1.264,1.56,1.335,-1.508,-1.877,1.009,1
2353,"1976-12-27",12,1.51,2.299,2.062,-0.72,-0.922,92.22,0.752,-0.287,0.259,-1.029,0.04,151.14,0.973,-1.186,0.704,1.453,-1.41,-1.14,0.605,248.24,1.303,-0.714,1.276,0.896,-1.462,-1.834,3.479,1
2354,"1976-12-28",12,1.648,1.904,1.741,-0.564,-0.526,91.49,0.299,-0.368,0.196,-0.956,-0.27,153.06,0.973,-1.079,0.948,1.555,-1.426,-1.334,0.111,244.86,1.363,-0.573,0.83,0.55,-1.522,-1.781,0.768,1
2355,"1976-12-29",12,1.286,1.763,1.626,-0.254,-1.054,89.48,0.299,-0.778,0.259,-0.513,-0.373,126.44,0.552,-1.215,0.658,1.056,-1.163,-0.865,0.897,251.63,0.973,-0.23,1.122,0.665,-1.32,-1.532,3.458,1
2356,"1976-12-30",12,1.141,1.622,1.512,-0.564,-0.79,91.6,0.752,-1.105,0.006,-0.217,-0.425,94.35,0.131,-0.982,0.689,1.178,-1.323,-0.523,0.921,259.55,0.583,-0.815,1.173,1.173,-1.08,-1.28,0.152,1
2357,"1976-12-31",12,1.061,1.368,1.306,-0.098,-1.362,88.52,0.299,-1.187,-0.12,-0.291,-0.115,128.62,0.131,-0.611,0.765,1.326,-1.448,-0.477,0.675,260.5,0.583,1.194,1.337,1.381,-0.99,-1.175,2.772,1
2358,"1977-01-01",1,0.636,1.198,1.168,0.29,-1.583,85.34,-0.153,-0.941,0.196,-0.217,0.505,95.21,0.131,-0.67,0.292,0.904,-1.14,-0.298,1.27,262.96,0.223,0.798,1.431,1.843,-0.734,-0.975,12.071,1
2359,"1977-01-02",1,0.459,1.678,1.512,1.066,-0.834,80.67,-1.058,-0.205,-0.247,-1.251,0.97,182.24,0.973,-0.952,0.001,2.114,-1.65,-1.977,1.811,238.63,1.573,0.644,1.483,2.005,-0.961,-1.216,9.909,1
2360,"1977-01-03",1,1.542,1.17,1.123,0.6,0.487,82.74,-0.605,-0.45,-0.942,-0.439,-0.115,252.76,0.552,-1.04,1.04,1.977,-1.955,-0.334,-0.276,264.17,0.523,-0.384,1.113,0.48,-1.406,-1.643,0.604,1
2361,"1977-01-04",1,1.109,1.791,1.604,1.377,0.135,79.16,-1.51,-0.778,-0.31,-0.734,0.557,194.1,0.973,-1.352,0.536,2.307,-2.073,-1.145,1.744,253.72,1.063,2.174,1.414,1.497,-1.197,-1.519,36.89,1
2362,"1977-01-05",1,1.481,1.255,1.191,0.445,-0.526,84.19,-0.153,-0.778,-0.373,-0.66,-0.27,206.38,0.552,-1.186,0.704,1.9,-1.757,-1.156,-0.508,250.59,1.363,-1.447,0.795,0.527,-1.48,-1.742,0.4,1
2363,"1977-01-06",1,1.193,1.791,1.604,1.454,-0.261,78.42,-1.51,-1.105,0.069,-0.144,0.092,90,0.131,-1.108,0.719,0.818,-1.083,-0.191,0.783,264.95,0.283,-1.53,1.165,0.665,-1.177,-1.337,0.841,1
2364,"1977-01-07",1,0.63,1.989,1.741,1.843,-0.261,76.88,-1.962,-0.614,0.385,-0.439,-0.373,111.32,0.131,-1.196,0.398,-0.057,-0.218,-0.916,1.052,236.71,0.793,-0.981,0.692,0.711,-0.907,-0.943,0.283,1
2366,"1977-01-09",1,0.748,1.339,1.168,1.998,-0.305,72.78,-1.962,-0.778,0.322,-0.217,0.144,98.36,0.131,-0.728,0.566,0.167,-0.439,-0.875,0.292,242.01,0.973,-1.057,-0.03,0.273,-0.924,-0.887,1.673,1
2367,"1977-01-10",1,0.928,1.311,1.191,1.765,-0.394,74.3,-1.51,-0.614,0.385,0.152,0.299,67.83,0.131,-0.874,0.49,1.051,-1.17,-0.829,0.574,251.86,0.823,-0.963,1.38,1.196,-1.067,-1.227,0.007,1
2371,"1977-01-14",1,1.197,1.763,1.581,1.61,-1.847,77.84,-1.51,-0.859,-0.057,-0.586,-0.942,151.57,0.552,-1.157,0.475,1.062,-1.17,-0.875,0.702,251.15,1.183,-1.187,1.148,-0.513,-1.404,-1.544,1.426,1
2372,"1977-01-15",1,1.321,1.255,1.191,0.756,0.135,81.73,-0.605,-0.941,-0.247,0.299,-1.2,336.03,-0.29,-1.322,0.75,1.138,-1.3,-0.487,-0.471,258.98,0.553,-1.541,-0.433,0.48,-1.451,-1.619,0.658,1
2374,"1977-01-17",1,0.923,1.029,1.031,0.445,-0.526,83.7,-0.605,-1.187,-0.057,-0.291,-0.373,124,0.131,-1.147,0.689,0.111,-0.553,-0.191,0.487,263.14,0.163,-0.933,-0.511,-0.097,-1.062,-0.964,0.178,1
2375,"1977-01-18",1,0.772,1.48,1.375,1.066,0.399,80.41,-1.058,-0.368,0.575,-0.217,-0.115,94.02,0.131,-1.322,0.566,0.146,-0.42,-0.875,1.005,241.51,0.733,-0.974,0.159,0.365,-1.033,-1.067,0.7,1
2377,"1977-01-20",1,1.246,1.311,1.26,-0.176,0.311,89.1,0.299,-1.105,-0.247,-0.365,-0.838,209.77,0.131,-0.787,1.131,1.046,-1.25,-0.349,0.04,262.05,0.493,-1.217,1.028,0.827,-1.048,-1.238,0.014,1
2379,"1977-01-22",1,0.721,1.311,1.237,0.6,-1.098,83.13,-0.605,-0.941,0.069,-0.513,-0.011,144.64,0.552,-0.923,0.566,0.543,-0.751,-0.849,0.911,248.2,0.763,-0.945,1.07,0.988,-0.88,-1.081,0.129,1
2383,"1977-01-26",1,-0.179,1.452,1.375,0.678,0.928,83.11,-0.605,-0.941,0.133,-0.365,0.764,130.67,0.552,-1.663,-0.96,1.301,-1.266,-1.196,0.988,245.96,1.063,-0.39,1.165,1.935,-0.991,-1.344,8.944,1
2384,"1977-01-27",1,0.485,2.017,1.81,-1.496,-0.217,96.73,1.204,-0.287,0.133,-1.103,0.609,160.21,0.973,-1.585,-0.731,1.672,-1.536,-1.263,0.037,246.85,1.333,-1.335,1.32,0.665,-1.476,-1.84,0.082,1
2386,"1977-01-29",1,0.684,1.735,1.604,0.29,-0.922,86.11,-0.605,-0.859,0.196,-0.365,0.299,129.03,0.552,-1.352,-0.151,1.138,-1.304,-0.461,1.065,260.48,0.403,0.455,1.105,0.919,-1.208,-1.572,21.318,1
2387,"1977-01-30",1,0.673,2.384,2.107,0.678,-0.35,84.56,-0.605,0.041,0.322,-1.325,0.557,153.05,1.394,-2.17,-0.655,2.546,-1.803,-2.442,0.013,234.3,2.262,-0.313,1.217,1.081,-1.61,-2.035,5.368,1
2388,"1977-01-31",1,0.634,1.678,1.558,-0.176,1.676,89.21,0.299,-0.859,-0.057,-0.586,0.505,158.43,0.552,-2.482,-0.533,1.301,-1.368,-0.824,0.981,254.01,0.853,-0.336,1.328,-0.628,-1.425,-1.59,27.591,1
2389,"1977-02-01",2,0.06,1.706,1.581,-0.72,1.941,92.37,0.752,-0.696,0.322,-0.439,2.056,118.59,0.552,-2.306,-0.991,1.28,-1.304,-0.997,2.605,250.64,0.823,-0.165,1.629,1.982,-1.097,-1.436,48.088,1
2390,"1977-02-02",2,0.484,2.384,2.107,-1.03,2.029,93.92,0.752,-0.041,-0.499,-1.325,1.384,197.55,1.394,-2.238,-0.716,2.272,-1.936,-1.584,1.065,246.17,1.663,-1.093,1.294,1.427,-1.432,-1.806,5.883,1
2391,"1977-02-03",2,0.808,2.553,2.268,-0.797,1.28,92.28,0.752,-0.205,-0.752,-1.029,1.28,216.55,0.973,-2.063,-0.441,2.272,-1.989,-1.401,0.695,249.09,1.543,-1.193,1.637,1.173,-1.473,-1.892,0.267,1
2392,"1977-02-04",2,1.116,2.158,1.924,-1.186,1.632,94.87,1.204,0.532,-1.321,-1.325,0.402,229.09,1.394,-1.868,0.032,2.348,-2.009,-1.549,-0.178,247.19,1.812,-1.352,0.89,0.758,-1.624,-1.934,0.234,1
2397,"1977-02-09",2,0.559,2.017,1.718,2.541,-1.803,72.84,-2.867,0.204,1.081,-0.07,0.195,88.84,0.131,-0.962,0.032,0.487,-0.458,-1.406,0.793,230.19,1.303,-0.088,1.234,1.035,-1.122,-1.413,4.118,1
2402,"1977-02-14",2,1.112,2.158,1.947,-0.409,0.487,90.47,0.299,-0.123,-0.247,-1.251,0.195,182.91,1.394,-1.751,0.185,2.211,-1.822,-1.727,-0.343,242.88,1.633,-1.158,1.01,-0.235,-1.672,-2,0.543,1
2404,"1977-02-16",2,2.356,2.807,2.474,-1.186,-1.451,94.13,1.656,0.204,0.069,-1.546,-0.683,168.08,1.815,-2.121,1.147,1.819,-1.681,-1.074,-2.098,250.42,0.973,-0.596,0.194,0.088,-2,-2.646,0.004,1
2408,"1977-02-20",2,1.233,1.452,1.375,0.212,-0.35,86.29,-0.153,-0.941,-0.12,-0.513,0.402,148.33,0.552,-0.777,1.009,0.258,-0.591,-0.579,0.541,253.19,0.853,-0.815,0.271,0.065,-1.202,-1.267,0.441,1
2413,"1977-02-25",2,0.849,0.605,0.665,0.367,-1.098,82.79,-0.605,0.532,1.27,0.373,-0.735,73.58,-0.29,0.499,1.284,-1.241,0.807,0.549,-0.962,177.45,-0.587,-0.024,0.348,0.226,-0.433,-0.532,0.025,1
2414,"1977-02-26",2,0.387,0.718,0.733,0.911,-1.891,78.61,-1.058,0.614,1.333,0.299,-1.045,75.62,-0.29,0.382,0.78,-1.404,0.83,0.33,0.248,167.39,-0.317,1.017,0.503,1.52,-0.349,-0.527,0.224,1
2415,"1977-02-27",2,0.166,1.424,1.306,1.222,-0.702,78.72,-1.058,0.695,1.397,0.373,-0.218,73.43,-0.29,-0.28,0.154,-0.789,0.106,-0.007,-0.138,268.54,0.013,0.532,0.581,1.058,-0.618,-0.797,0.875,1
2418,"1977-03-02",3,0.076,0.972,0.962,-1.108,-0.658,96.86,1.204,-0.287,0.701,-0.439,0.557,107.85,0.552,-0.329,-0.228,0.365,-0.626,-0.778,-0.047,245.29,0.823,-1.199,1.019,1.45,-0.874,-1.183,4.671,1
2419,"1977-03-03",3,1.578,2.045,1.833,-1.263,-0.79,95.48,1.204,0.859,-0.183,-2.21,0.195,179.85,2.236,-1.021,0.704,2.089,-1.422,-2.314,-1.694,231.57,2.202,-1.069,-0.794,-0.859,-1.886,-2.078,0.004,1
2427,"1977-03-11",3,1.209,0.662,0.733,-0.098,-0.041,88.05,0.299,-0.368,0.575,-0.144,-0.942,91.49,0.131,0.353,1.528,-0.713,0.045,0.013,0.057,268.3,-0.047,-0.573,0.443,0.273,-0.783,-0.787,0.009,1
2433,"1977-03-17",3,0.451,0.295,0.413,0.29,-0.57,82.59,-0.153,-0.45,0.259,0.594,-0.89,33.54,-0.711,0.635,0.841,-0.931,0.891,0.851,-0.827,185.94,-0.857,-1.359,-1.671,-0.143,-0.346,-0.292,0.318,1
2434,"1977-03-18",3,0.546,0.21,0.367,-0.254,-0.966,89.52,0.299,-1.105,0.069,0.004,-0.838,63.15,0.131,0.752,0.933,-1.16,0.464,0.391,-0.135,306.64,-0.197,-1.181,-1.405,-1.044,-0.555,-0.447,1.048,1
2439,"1977-03-23",3,1.185,0.295,0.367,1.222,-1.142,72.11,-1.51,-0.778,0.322,0.004,-0.373,79.9,0.131,0.743,1.651,0.101,-0.511,-0.461,0.628,254.6,0.583,-0.49,0.667,1.566,-0.704,-0.91,4.144,1
2440,"1977-03-24",3,2.076,1.876,1.649,1.377,-0.966,79.15,-1.51,-0.45,0.196,-0.882,-0.373,149.79,0.973,-0.056,1.834,1.321,-1.239,-1.298,-1.852,243.85,1.093,-0.313,-0.047,-0.212,-1.674,-1.671,1.634,1
2444,"1977-03-28",3,0.609,-0.185,0.046,-0.409,0.443,91.29,0.299,-0.696,-0.247,0.447,-0.735,167.02,-0.711,-0.261,0.887,-0.108,-0.256,0.83,0.393,298.14,-0.857,-0.006,1.156,0.827,-0.301,-0.344,0.801,1
2445,"1977-03-29",3,-0.094,-0.044,0.161,0.212,-0.129,81.98,-0.605,1.105,1.397,1.185,-1.097,54.36,-1.132,-0.309,0.2,-0.565,1.115,1.152,0.904,23.02,-1.307,0.414,0.426,0.596,-0.019,-0.119,0.095,1
2446,"1977-03-30",3,-0.137,0.803,0.779,1.454,-0.085,73.7,-1.51,0.941,1.649,0.152,0.712,82.72,0.131,-0.621,-0.319,-0.291,-0.127,-0.676,1.072,239.65,0.793,1.129,1.345,1.982,-0.435,-0.743,21.69,1
2447,"1977-03-31",3,0.455,1.989,1.787,0.29,1.897,86.44,-0.153,-0.205,0.322,-1.103,0.195,151.08,0.973,-1.693,-0.289,1.326,-0.957,-1.88,-0.767,230.87,1.573,-1.246,-0.141,0.342,-1.302,-1.378,6.761,1
2450,"1977-04-03",4,0.881,0.549,0.619,0.367,-0.217,82.58,-0.153,-0.859,-0.626,0.004,0.299,286.75,0.131,-0.124,0.826,-0.153,-0.298,0.606,-0.404,290.51,-0.557,1.312,0.22,-0.697,-0.716,-0.489,2.906,1
2451,"1977-04-04",4,0.984,-0.044,0.161,-0.254,-0.438,88.66,0.299,-0.859,-0.499,0.152,-0.321,308.44,-0.29,0.333,1.406,-0.128,-0.252,0.81,0.114,297.91,-0.737,0.627,-0.03,-0.235,-0.405,-0.276,0.369,1
2452,"1977-04-05",4,0.435,-0.298,-0.045,-0.331,-0.129,90.18,0.299,-1.105,0.006,0.004,-0.942,167.35,-0.29,0.217,0.826,-0.794,0.502,0.902,-0.219,334.72,-0.917,0.55,-0.433,0.527,-0.139,-0.125,0.01,1
2453,"1977-04-06",4,-0.213,0.069,0.23,0.29,0.223,81.43,-0.153,-0.45,0.385,0.373,-1.097,53.21,-0.29,-0.222,-0.044,-1.206,0.879,0.58,-0.141,7.44,-0.647,0.561,0.056,0.111,-0.035,-0.05,0.098,1
2456,"1977-04-09",4,0.159,-0.213,0.023,-0.021,-1.407,85.51,-0.153,-0.123,0.828,0.152,0.97,75.92,0.131,0.431,0.307,-0.779,0.102,0.064,0.568,274.1,0.073,1.495,0.383,1.427,-0.118,-0.342,0.111,1
2459,"1977-04-12",4,0.179,-0.326,-0.114,0.445,-0.173,75.48,-0.605,-0.205,0.512,0.594,-1.407,46.52,-0.29,0.256,0.689,-1.15,0.738,0.631,-0.104,350.19,-0.707,1.188,-0.786,0.55,0.047,0.014,0.121,1
2461,"1977-04-14",4,-0.213,0.126,0.184,1.532,-0.526,65.64,-1.51,0.859,1.017,1.332,-0.373,42.66,-1.553,0.47,0.2,-0.22,1.496,1.254,-0.528,36.81,-1.427,0.544,-0.855,0.942,0.306,0.192,0.571,1
2463,"1977-04-16",4,-0.23,-0.27,-0.045,0.29,-0.482,79.04,-0.153,0.286,0.828,0.89,0.144,48.86,-0.711,0.558,0.2,-1.094,0.993,0.652,0.776,24.76,-0.977,-1.299,0.28,1.289,0.288,0.136,0.272,1
2464,"1977-04-17",4,-0.187,0.182,0.344,-0.098,0.179,87.03,-0.153,0.941,1.523,0.594,0.454,70.48,-0.29,0.295,-0.136,-0.977,0.247,0.029,-0.299,271.05,-0.047,-0.024,0.203,0.319,-0.334,-0.398,5.512,1
2465,"1977-04-18",4,0.928,1.142,1.123,-0.331,-1.274,90.34,0.752,0.041,0.385,-1.177,0.454,146.8,0.973,0.256,0.444,0.614,-0.767,-0.972,-2.135,244.47,0.853,-0.029,-0.889,-2.175,-1.592,-1.08,1.282,1
2467,"1977-04-20",4,0.597,0.38,0.504,-0.642,-0.261,93.56,0.752,-0.614,0.385,0.004,-0.011,79.07,0.131,0.295,0.597,-0.692,0.106,0.498,-0.941,295.53,-0.527,1.217,-0.906,-2.452,-0.802,-0.29,0.007,1
2468,"1977-04-21",4,0.397,-0.185,0.046,-0.254,0.487,88.74,0.299,-1.023,0.069,-0.07,0.144,91.79,-0.29,0.246,0.521,-0.799,0.243,0.575,-0.632,307.68,-0.737,1.389,0.95,0.065,-0.065,0.017,14.709,1
2469,"1977-04-22",4,0.22,-0.495,-0.206,-0.331,0.091,90.04,0.299,-0.859,0.133,0.225,-1.045,46.04,-0.711,0.499,0.704,-0.753,0.422,0.871,-0.444,329.94,-1.007,0.55,0.744,0.55,0.268,0.164,1.958,1
2470,"1977-04-23",4,0.124,-0.721,-0.389,-0.487,-0.129,94.62,0.299,-0.368,0.322,0.594,-0.58,42.04,-0.711,0.704,0.658,-0.555,1.024,1.172,-0.666,193.7,-1.457,-0.473,0.383,0.688,0.37,0.284,1.242,1
2474,"1977-04-27",4,-0.636,-0.157,0.046,0.445,-1.274,77.65,-0.605,1.268,1.713,0.89,-0.58,65.73,-0.711,0.489,-0.396,-0.337,1.668,0.871,-0.481,54.59,-1.037,-0.543,-1.19,0.296,0.426,0.353,0.368,1
2475,"1977-04-28",4,-0.054,0.126,0.275,0.134,-0.261,83.75,-0.153,-0.532,0.385,0.373,0.195,51.91,-0.29,0.353,0.017,0.497,-0.862,-0.068,0.154,266.98,-0.107,0.177,1.517,1.15,-0.121,-0.178,0.018,1
2476,"1977-04-29",4,0.397,-0.157,0.069,-0.254,-0.173,88.76,0.299,-0.859,-0.057,0.373,0.35,19.35,-0.29,0.499,0.597,0.538,-0.816,0.723,0.225,287.37,-0.617,1.283,1.749,1.266,0.01,-0.046,0.019,1
2477,"1977-04-30",4,0.536,-0.608,-0.297,-0.021,-0.35,83.45,0.299,-0.859,-0.247,0.299,-0.89,162.14,-0.711,1.191,1.299,-0.321,-0.028,0.902,0.746,305.8,-0.917,-0.136,0.761,1.127,0.402,0.27,3.057,1
2478,"1977-11-01",11,0.853,-0.411,-0.206,0.833,-0.834,68.15,-0.605,-0.368,-0.815,-0.66,0.144,234.78,0.552,1.161,1.574,0.345,-0.694,-0.471,1.142,256.78,0.763,-0.142,1.354,0.249,0.088,0.159,6.336,1
2479,"1977-11-02",11,1.154,-0.608,-0.366,0.756,0.135,63.91,-0.605,0.041,-1.194,-0.808,0.195,240.19,0.973,0.83,1.544,1.504,-1.502,-0.931,0.332,252.47,0.973,0.266,1.595,-0.005,-0.319,-0.172,0.062,1
2480,"1977-11-03",11,1.289,-0.58,-0.389,0.989,-1.054,57.74,-1.058,-0.368,-0.879,-0.66,-0.373,238.1,0.552,0.937,1.773,0.899,-1.125,-0.42,-0.676,259.5,0.643,0.207,1.01,-0.836,-0.376,-0.085,3.792,1
2485,"1977-11-08",11,0.767,-0.241,-0.022,0.523,-1.274,75.77,-0.605,-0.778,-0.499,-0.586,0.144,213.28,0.973,0.762,1.055,0.782,-0.919,-0.941,-0.219,246.5,1.093,-0.206,0.684,0.319,-0.343,-0.265,0.231,1
2487,"1977-11-10",11,1.067,0.239,0.344,0.833,1.104,76.32,-0.605,1.105,-1.89,-1.251,0.144,241.94,1.394,-0.154,1.162,1.885,-1.81,-0.895,-0.047,255.05,1.183,-1.211,-0.064,-0.859,-0.644,-0.381,1.499,1
2488,"1977-11-11",11,1.015,0.408,0.481,0.911,1.016,76.68,-0.605,0.859,-1.574,-1.472,0.505,231.44,1.815,-0.456,0.811,1.758,-1.639,-1.191,-0.484,249.39,1.573,-1.11,-1.568,-0.998,-0.783,-0.546,0.431,1
2489,"1977-11-12",11,0.833,0.21,0.23,1.687,0.355,64.53,-1.058,1.186,-2.016,-1.103,0.092,245.98,1.394,-0.076,0.826,1.682,-1.586,-1.166,0.396,249.45,1.543,-1.477,-0.631,-0.513,-0.497,-0.326,1.497,1
2490,"1977-11-13",11,0.87,-0.552,-0.389,1.144,-2.199,56.22,-0.605,1.677,-2.458,-0.956,-0.787,253.26,0.973,1.015,1.177,2.266,-2.028,-1.258,-0.461,251.15,1.573,-1.057,0.048,-0.466,-0.301,-0.135,2.226,1
2491,"1977-11-14",11,0.737,-0.834,-0.709,1.144,-1.142,37.12,-1.51,0.614,-1.763,-0.07,0.35,273.01,0.131,0.957,1.208,1.855,-1.829,-0.65,0.178,259.06,0.673,1.525,1.259,0.434,0.053,0.039,2.618,1
2492,"1977-11-15",11,0.05,-0.749,-0.686,1.377,0.091,34.7,-1.962,-0.287,-0.879,0.299,1.539,296.16,-0.29,0.256,0.322,0.802,-1.01,-0.339,1.529,264.95,0.343,2.275,0.632,0.896,0.375,0.253,16.999,1
2493,"1977-11-16",11,-0.58,0.154,0.046,2.309,-0.217,53.69,-2.415,-0.614,0.069,-0.291,2.056,122.12,0.131,-0.29,-0.838,0.579,-0.405,-1.615,2.144,225.6,1.543,1.495,1.096,1.658,-0.004,-0.188,8.726,1
2494,"1977-11-17",11,0.27,0.69,0.688,1.222,0.884,74.78,-1.058,0.45,-0.12,-1.767,0.454,176.65,1.815,-0.67,-0.243,1.478,-0.69,-2.457,-1.079,219.05,2.292,-1.489,-0.175,-0.305,-0.848,-0.669,0.007,1
2496,"1977-11-19",11,0.978,1.142,1.054,1.377,0.311,76.18,-1.51,-0.778,-0.247,-0.66,0.04,187.89,0.552,-0.728,0.75,0.507,-0.808,-0.538,-0.192,254.79,0.673,-1.359,0.881,-1.436,-0.933,-0.669,0.099,1
2497,"1977-11-20",11,0.78,2.017,1.787,1.532,1.104,78.94,-1.058,-0.614,0.196,-0.66,-0.631,140.54,0.552,-1.644,0.551,0.157,-0.408,-0.921,-0.817,239.57,0.883,-0.195,0.34,-1.367,-1.083,-0.689,0.167,1
2500,"1977-11-23",11,1.257,0.408,0.504,0.134,2.337,84.75,-0.153,-1.269,-0.183,-0.291,0.144,188.9,0.131,-1.585,0.933,0.487,-0.839,-0.226,-0.72,262.74,0.313,0.242,-0.391,-1.159,-1.015,-0.805,0.103,1
2501,"1977-11-24",11,0.817,0.634,0.619,1.61,1.016,70.79,-1.51,-1.023,-0.436,0.078,-0.166,308.18,-0.29,-1.098,0.811,0.136,-0.565,0.366,0.006,279.61,-0.227,1.058,-0.623,-0.928,-0.583,-0.322,3.458,1
2502,"1977-11-25",11,0.368,0.747,0.619,2.309,0.575,64.72,-2.415,-0.778,-0.689,-0.291,-0.218,259.19,0.131,-0.972,0.261,-0.108,-0.389,-0.242,-0.239,260.26,0.493,2.251,0.134,0.434,-0.55,-0.453,1.885,1
2503,"1977-11-26",11,0.333,0.267,0.344,1.144,1.72,72.55,-1.058,-0.123,-0.815,-1.103,0.97,217.81,0.973,-1.089,0.032,0.873,-0.805,-1.421,-0.215,235.7,1.333,1.087,-0.433,-0.42,-0.589,-0.458,0.004,1
2504,"1977-11-27",11,0.75,0.86,0.848,1.222,0.884,76.39,-1.51,0.204,-0.752,-1.472,0.867,206.36,1.394,-1.235,0.444,1.534,-1.212,-1.794,-0.078,235.41,1.782,0.928,0.091,0.111,-0.877,-0.891,0.014,1
2511,"1977-12-04",12,0.379,0.944,0.802,2.153,-0.438,67.98,-1.962,-0.614,-0.752,-0.513,-0.218,237.39,0.552,-0.884,0.108,0.36,-0.725,-0.38,-0.336,258.11,0.793,-1.057,0.77,-0.374,-0.602,-0.496,0.06,1
2516,"1977-12-09",12,0.601,0.747,0.756,0.833,-0.482,79.03,-0.605,-1.105,-0.183,-0.439,-0.166,163.19,0.552,-0.816,0.185,-0.016,-0.473,-0.073,-0.041,265.99,0.103,-0.963,0.014,-1.413,-1.052,-0.75,0.004,1
2517,"1977-12-10",12,0.684,0.605,0.619,1.299,0.443,73.92,-1.058,-0.941,-0.436,0.152,-0.373,313.71,-0.29,-0.845,0.612,0.243,-0.629,0.488,0.259,282.95,-0.467,0.083,0.28,-0.905,-0.676,-0.569,0.094,1
2518,"1977-12-11",12,0.596,0.549,0.619,0.523,0.487,81.39,-0.605,-0.696,-0.689,0.225,0.764,301.8,-0.29,-0.777,0.597,-0.143,-0.325,0.335,1.048,281.69,-0.317,0.733,0.641,0.411,-0.583,-0.553,12.532,1
