"","Mslp","P5_f","P5_u","P5_v","P5_z","P5th","P5zh","P8_f","P8_u","P8_v","P8_z","P8th","P8zh","P500","P850","P_f","P_u","P_v","P_z","P_th","P_zh","R500","R850","Rhum","Shum","Temp","clazz"
"37951",0.732,1.537,1.443,-0.098,-0.834,88.34,0.299,-0.941,0.133,-0.365,-0.528,114.39,0.552,-0.845,0.276,0.451,-0.721,-0.732,-0.138,249.53,0.973,-1.376,0.726,0.088,-0.944,-0.939,1
"2015",-0.007,-1.229,-1.19,0.134,-0.614,315.16,-0.153,1.105,-2.079,0.373,0.247,283.11,-0.711,0.801,0.215,1.209,-1.388,0.141,0.786,272.63,-0.137,0.828,1.423,0.665,0.449,0.382,1
"370",-0.484,-0.015,0.184,-0.642,-0.438,94.53,0.752,-0.123,0.828,0.078,0.609,76.21,0.131,-0.378,-0.701,-1.043,0.315,-0.119,-0.296,252.47,0.133,-0.242,1.045,0.711,-0.11,-0.041,1
"2753",1.084,1.509,1.42,-0.797,0.707,93.07,0.752,-1.023,0.069,0.078,0.505,51.65,-0.29,-1.517,0.704,0.406,-0.728,0.202,1.186,275.12,-0.377,0.491,1.457,0.711,-0.988,-1.154,1
"2893",0.11,-1.173,-1.305,-0.176,0.311,277.24,0.299,-0.123,-1.194,-0.07,-0.011,273.73,0.131,1.366,0.994,-0.591,-0.016,0.33,0.265,283.81,-0.257,0.077,0.409,-0.466,0.924,1.019,1
"711",0.028,-0.1,0.115,-0.487,-1.054,92.52,0.752,-0.041,-0.689,-1.251,0.299,207.33,1.394,0.041,-0.075,0.507,-0.607,-1.145,-0.867,237.67,1.363,-0.366,-1.104,-1.898,-0.399,0.187,1
"5723",-1.485,0.041,0.23,-0.021,0.179,86.13,-0.153,1.268,1.902,-0.365,1.332,94.48,0.552,0.236,-1.495,-1.038,1.096,-0.533,1.926,138.32,0.343,0.798,0.185,1.01,1.005,0.714,1
"17791",0.751,0.323,0.413,0.833,-1.362,77.03,-1.058,-1.023,-0.057,-0.513,-0.373,129.53,0.552,0.372,0.811,0.757,-1.007,-0.517,-0.38,256.84,0.553,0.189,1.543,0.365,-0.603,-0.547,1
"204",-0.566,-0.241,-0.045,0.678,-0.482,73.14,-0.605,0.204,0.765,0.816,-0.115,49.26,-0.711,0.217,-0.304,-0.789,1.226,0.84,-0.367,35.02,-0.767,0.638,-0.605,0.388,0.666,0.573,1
"522",0.118,1.255,1.214,-0.875,0.135,93.97,0.752,-1.023,-0.499,-0.291,-0.218,241.61,0.131,-1.371,-0.319,0.914,-1.117,-0.589,0.121,256.56,0.643,-0.785,1.225,-0.282,-0.734,-0.608,1
"4381",-0.445,-0.1,-0.045,1.765,0.619,57.8,-1.962,-0.041,0.385,0.89,0.97,33.04,-1.132,-0.251,-0.472,-0.413,-0.108,0.493,0.564,289.46,-0.647,1.637,0.589,1.427,0.255,0.195,1
"41311",0.334,-0.044,0.138,0.134,-1.186,83.01,-0.153,-0.941,0.196,-0.07,-0.838,78.09,0.131,0.762,0.765,0.045,-0.523,0.029,-0.098,269.55,-0.047,-0.65,0.83,-0.259,0.178,0.362,1
"2447",-1.06,-0.834,-0.549,0.523,-0.085,61.4,-0.605,1.268,1.397,1.406,0.195,50.2,-1.132,0.84,-0.716,-0.25,1.683,0.988,0.494,51.4,-1.127,1.661,-0.141,0.249,1.443,1.225,1
"35211",1.409,1.339,1.283,-0.487,0.619,91.19,0.299,-0.614,0.385,0.004,0.299,79.9,0.131,-1.293,0.795,0.324,-0.725,0.248,-0.8,275.49,-0.197,-0.75,-0.184,-1.737,-1.376,-1.237,1
"44481",-0.031,0.605,0.642,0.989,-0.217,76.67,-1.058,0.45,1.27,0.078,0.867,84.23,0.131,-0.572,-0.166,-0.001,-0.359,-0.717,0.269,244.49,0.463,1.413,1.32,1.289,-0.427,-0.497,1
"3214",-0.952,-1.144,-0.938,0.6,0.619,15.6,-0.605,0.695,0.891,1.185,-0.373,42.56,-1.132,0.723,-0.548,-0.276,1.595,1.039,-0.562,44.54,-1.037,0.426,-0.356,-0.767,1.261,1.332,1
"705",2.28,2.468,2.199,-0.409,0.443,90.32,0.299,-0.287,-0.247,-1.177,0.35,185.26,1.394,-2.238,1.513,1.631,-1.468,-1.385,-0.78,244.53,1.363,-1.341,-1.457,-0.974,-1.637,-1.827,1
"1081",0.723,0.041,0.23,-0.098,-0.35,86.82,0.299,-0.614,-0.689,-0.586,-0.425,232.39,0.552,0.002,0.811,0.502,-0.801,-0.558,-0.851,254.52,0.643,0.006,-0.305,-1.852,-0.369,0.049,1
"376",0.703,0.831,0.871,0.29,-1.23,84.59,-0.153,0.532,1.333,0.225,-1.097,77.15,0.131,0.382,1.269,-0.819,0.129,-0.022,0.336,265.95,0.043,-0.591,-0.184,0.734,-0.425,-0.56,1
"1688",-0.946,-0.382,-0.114,-0.409,0.047,90.75,0.752,-0.778,0.322,-0.144,1.074,90,0.131,0.324,-0.869,-0.55,-0.02,-0.237,2.063,256.78,-0.047,2.387,1.285,2.189,0.824,0.608,1
"51831",0.35,-0.298,-0.114,0.989,-0.35,66.69,-1.058,-0.696,-0.689,-0.291,-0.115,257.15,0.131,0.363,0.704,-0.245,-0.241,0.529,0.42,288.46,-0.467,0.893,-1.456,-0.836,-0.054,0.229,1
"4804",0.338,-1.06,-0.663,-0.176,0.267,82.3,0.299,-0.532,-0.563,0.521,-0.425,325.68,-0.711,0.782,0.979,-0.403,0.487,1.259,-0.289,342.19,-1.247,1.111,0.581,0.319,0.367,0.292,1
"2649",-0.797,-0.89,-1.442,-1.341,0.752,235.07,1.204,-0.532,-0.689,-0.66,0.66,231.51,0.552,0.898,-0.365,-1.358,0.792,0.029,-0.346,166.31,-0.107,0.792,0.581,-1.205,1.041,1.351,1
"1241",-0.19,-1.173,-0.87,0.445,0.311,32.58,-0.605,0.204,0.133,1.259,-0.58,12.62,-1.553,0.937,0.49,-0.606,1.1,1.101,-0.504,20,-1.307,1.631,-0.76,-0.189,1.07,1.115,1
"2309",-0.928,-0.552,-1.442,1.92,0.399,328.29,-1.962,0.286,-0.247,1.406,-0.011,175.33,-1.553,1.074,-0.548,-0.489,1.047,1.249,0.406,14.54,-1.367,-0.62,0.065,0.18,1.198,1.083,1
"263",-0.08,0.21,0.321,-1.341,0.487,102.47,1.204,-0.041,0.765,0.447,-0.942,62.14,-0.711,-1.313,-0.396,-1.043,0.628,0.652,0.107,336.17,-0.887,0.248,-0.545,0.896,-0.558,-0.612,1
"1298",-0.285,-0.552,-0.251,-0.487,0.267,92.68,0.752,-0.368,-0.752,0.447,-0.063,315.79,-0.29,-0.446,-0.426,-0.189,-0.134,0.937,-0.283,305.49,-0.887,1.826,0.684,-0.005,0.089,0.164,1
"4442",-0.816,0.605,0.596,1.454,0.707,71.69,-1.51,1.432,1.902,0.816,-0.115,69.03,-0.711,-0.728,-0.777,-1.343,0.929,0.422,0.252,18.25,-0.527,1.454,-0.76,-0.443,0.099,0.033,1
"11711",1.055,0.718,0.779,-0.176,-1.01,88.84,0.299,-0.45,0.575,-0.07,0.144,87.37,0.131,0.09,1.009,0.223,-0.629,-0.181,0.413,264.29,-0.077,0.585,1.517,1.404,-0.823,-1.052,1
"104",-1.231,-0.524,-1.808,0.367,-0.173,284.74,-0.153,1.35,-2.206,0.594,1.125,286.71,-0.711,0.587,-1.205,0.146,-0.523,0.652,0.474,288.04,-0.437,-0.762,-0.752,0.042,1.203,1.136,1
"26661",0.917,-0.693,-0.435,0.678,-0.482,64.28,-0.605,-0.123,-1.194,-0.217,0.299,267.16,0.131,0.791,1.406,0.523,-0.877,-0.099,0.356,266.41,0.403,0.39,1.053,0.827,-0.023,-0.023,1
"3881",1.005,1.48,1.397,0.212,0.752,86.05,-0.153,-0.287,0.133,-1.177,0.092,162.42,0.973,-1.001,0.734,1.717,-1.338,-1.855,0.127,236.31,1.573,-0.874,0.572,0.781,-1.12,-1.213,1
"2314",0.761,0.718,0.756,0.756,-1.142,80.12,-0.605,-1.105,-0.247,-0.439,-0.683,180,0.552,-0.124,0.521,0.95,-1.048,-0.962,-0.498,247.64,1.033,-0.827,1.173,0.711,-0.713,-0.718,1
"4405",-1.063,0.38,0.481,-1.341,-0.878,101.31,1.204,0.941,1.586,-0.586,0.505,101.41,0.131,0.548,-0.96,-1.262,1.096,-0.267,0.39,124.77,-0.137,2.198,0.005,0.665,0.898,0.679,1
"251",-1.055,-1.032,-0.915,0.911,-0.35,16.34,-1.058,0.123,0.512,1.037,-1.045,32.44,-1.132,0.421,-0.838,-0.403,1.332,1.157,-0.515,30.54,-1.157,-0.017,-0.898,-0.374,1.047,1.05,1
"9451",1.6,2.497,2.222,0.212,-0.173,87.26,-0.153,-0.368,0.449,-0.734,0.195,127.92,0.552,-1.381,0.795,0.126,-0.473,-0.696,0.02,246.89,0.763,-1.654,0.898,-1.506,-1.823,-1.978,1
"25911",1.714,1.226,1.191,-0.176,0.399,89.03,0.299,-0.123,0.322,-1.103,0.609,148.15,0.973,-0.991,1.238,0.35,-0.698,-0.415,-1.156,256.3,0.433,1.714,0.564,-2.152,-1.665,-1.488,1
"494",-1.749,-0.947,-1.465,-0.564,1.104,264.56,0.299,-0.123,-1.131,-0.439,2.211,258.22,0.552,-0.212,-2.243,-0.535,0.033,-0.42,0.124,254.67,0.343,0.207,0.744,0.18,1.155,1.031,1
"1843",-0.851,0.069,0.252,-0.176,-0.394,87.9,0.299,0.286,1.081,0.078,-0.425,82.65,0.131,-0.056,-0.747,-1.241,0.578,-0.298,0.285,219.41,0.463,0.857,0.598,0.711,0.272,0.133,1
"3163",-0.808,-0.1,0.092,-1.108,0.663,101.63,0.752,-0.123,-1.131,-0.586,1.125,249.25,0.131,0.061,-1.052,0.716,-1.01,-0.237,0.527,263.61,0.073,1.755,1.551,1.543,0.524,0.461,1
"1497",-0.673,-0.834,-0.526,0.29,0.003,69.4,-0.153,-0.368,0.575,0.004,-0.58,79.9,0.131,0.304,-0.563,-0.616,-0.012,0.258,0.544,280.86,-0.377,1.094,1.087,0.665,0.485,0.4,1
"6454",1.051,-0.213,-0.045,0.833,-0.438,70.61,-0.605,-0.45,-0.879,-0.291,-0.838,263.49,0.131,0.558,1.36,1.234,-1.391,-0.323,-1.328,262.67,0.313,1.388,0.768,-0.768,-0.291,0.069,1
"3047",0.864,0.154,0.184,1.61,-0.438,64.92,-1.51,-1.023,-0.057,0.078,-0.838,71.63,-0.29,0.402,1.024,-0.225,-0.18,0.784,-0.693,298.83,-0.857,-0.579,-0.778,-1.552,-0.632,-0.269,1
"233",-1.376,-0.834,-1.03,1.532,-0.746,179.8,-1.51,0.859,-0.057,1.923,1.384,4.89,-1.553,0.441,-1.403,-0.103,0.83,1.698,1.737,178.95,-1.607,-0.473,0.022,0.781,1.069,0.873,1
"5956",-0.877,-1.286,-0.847,-0.176,0.796,75.4,-0.153,0.286,0.891,0.816,0.247,53.44,-0.711,1.093,-0.334,-0.382,1.595,0.907,-0.33,49.69,-1.007,0.656,-0.58,-0.631,1.467,1.394,1
"159",-0.267,-1.173,-1.167,0.445,-0.438,331.22,-0.605,0.041,-1.258,0.373,0.505,292.31,-0.711,0.957,0.246,-0.052,-0.401,0.473,0.689,285.63,-0.437,0.816,0.262,0.965,0.849,0.75,1
"5708",0.172,-0.1,0.001,-1.884,-0.041,114.11,1.656,-1.105,-0.373,-0.291,0.557,244.12,0.131,0.343,-0.014,-0.682,0.304,0.825,-0.518,320.03,-0.797,0.39,-2.118,-2.152,-0.78,-0.3,1
"5309",-0.444,-0.1,0.001,1.299,0.796,65.08,-1.058,0.041,-1.258,-0.513,1.642,253.84,0.973,-0.163,-0.457,0.848,-0.599,-1.727,2.665,227.48,1.603,-0.336,0.426,1.381,0.239,0.194,1
"6120",-1.764,-1.144,-0.778,-0.797,1.148,119.41,0.752,0.368,1.207,-0.291,0.919,95.54,0.131,0.207,-1.892,-0.886,1.443,0.264,0.514,73.53,-0.227,1.471,0.107,0.04,1.437,1.325,1
"52411",0.062,1.226,1.191,-0.487,1.148,90.89,0.752,0.123,0.512,-1.325,0.867,146.01,1.394,-2.219,-0.976,1.494,-1.018,-2.028,-0.071,228.4,1.932,1.259,1.32,0.48,-1.2,-1.414,1
"5307",0.626,0.662,0.71,-1.418,0.752,100.18,1.204,-0.123,-0.815,-0.956,0.454,223.35,0.973,-1.615,-0.075,0.67,-0.961,-0.375,-0.686,259.97,0.493,-1.051,-1.826,-1.413,-1.28,-0.976,1
"4404",-0.149,0.182,0.298,-1.574,-0.129,105.24,1.204,-0.532,0.512,-0.217,0.247,95.75,-0.29,0.616,0.017,-0.799,0.129,0.258,-0.37,282.21,-0.407,1.968,1.388,0.711,0.503,0.388,1
"42451",0.078,0.436,0.55,0.445,-0.526,81.35,-0.153,0.286,1.081,0.299,-0.373,74.1,-0.29,0.509,0.093,0.218,-0.591,-0.369,-0.72,255.19,0.463,0.231,0.581,0.734,-0.424,-0.433,1
"4336",-0.914,-0.947,-0.595,-0.021,0.796,78.33,-0.153,0.123,0.701,0.816,1.022,49.34,-0.711,0.723,-0.548,-0.855,1.268,0.646,-0.094,47.22,-0.947,-0.206,0.159,-0.374,1.289,1.33,1
"30811",1.81,1.763,1.604,-1.496,0.047,97.51,1.656,-0.45,0.449,-0.513,-0.476,115.68,0.552,-1.4,0.979,0.635,-0.934,-0.186,-1.523,262.35,0.043,-0.502,-0.175,-0.42,-1.648,-1.805,1
"21271",-0.108,-0.128,0.092,-0.331,0.135,90,0.299,-1.187,-0.183,-0.365,0.867,192.69,0.552,-0.163,-0.121,-0.631,0.083,-0.288,1.418,259.1,0.403,1.536,0.967,0.203,-0.142,0.019,1
"1495",-0.599,-0.636,-0.32,0.057,-0.614,80.27,-0.153,-0.532,0.512,0.152,-0.425,70.56,-0.29,0.363,-0.579,-1.099,0.43,0.417,0.275,304.22,-0.317,0.762,0.726,0.273,0.349,0.411,1
"1102",0.735,1.48,1.352,1.377,-0.129,78.07,-1.058,-0.696,-0.183,-0.734,0.815,172.95,0.973,-1.585,0.2,2.551,-2.229,-1.304,1.781,252.18,1.153,1.678,1.362,1.727,-1.133,-1.53,1
"6078",-0.466,0.267,0.413,-0.331,2.029,90.15,0.299,-0.614,-0.626,-0.66,1.074,223.03,0.552,-0.514,-0.823,-0.504,-0.02,-0.482,-1.815,245.5,0.073,0.797,-0.151,0.155,-0.237,-0.011,1
"40961",1.018,0.86,0.894,0.057,0.135,86.44,-0.153,-0.859,0.133,-0.513,0.609,139.6,0.552,-0.007,0.566,1.275,-1.395,-0.553,-0.488,258.1,0.643,1.59,1.268,0.111,-0.954,-1.102,1
"2360",-1.028,-0.411,-0.251,1.222,0.047,59.73,-1.058,-0.859,-0.12,-0.586,1.384,168.73,0.552,0.041,-1.128,-0.535,0.35,-0.982,0.998,210.9,0.673,1.454,0.753,0.573,0.717,0.639,1
"29731",0.82,0.323,0.436,-1.108,-1.362,99.21,1.204,0.204,1.081,-0.291,-0.58,94.4,0.131,0.314,0.902,-0.265,-0.176,-0.614,0.319,243,0.403,-1.211,0.933,0.85,-0.819,-0.872,1
"2132",-1.761,-0.806,-1.053,-2.273,2.117,182.95,2.109,0.941,0.385,-2.136,0.402,156.82,1.815,-0.144,-2.09,-0.011,1.195,-1.61,-1.143,158.6,1.033,0.467,-0.15,0.042,1.074,1.139,1
"3526",-0.928,-1.144,-0.824,-1.03,0.355,137.25,0.752,0.45,1.017,-1.029,0.505,119.88,0.552,0.577,-0.976,-1.252,0.932,-0.221,-0.827,117.41,0.043,-1.837,-0.141,-0.905,0.233,0.637,1
"699",0.336,-0.213,0.001,-0.021,-1.142,84.75,0.299,-0.614,-0.752,-0.439,-0.476,248.02,0.552,0.733,0.841,0.248,-0.641,-0.385,-0.363,257.6,0.433,1.158,-0.391,-1.644,0.173,0.639,1
"57521",1.106,1.142,1.123,0.212,0.399,85.89,-0.153,-1.023,0.133,-0.291,-0.373,116.92,0.552,-0.602,0.841,0.558,-0.847,-0.563,-0.269,254.45,0.553,-1.642,1.045,-0.836,-0.974,-0.861,1
"3923",-1.637,-1.201,-1.144,0.29,0.135,163.21,-0.605,0.777,0.133,1.775,0.247,191.23,-1.975,0.343,-1.739,-0.509,1.264,1.116,0.615,26.29,-1.367,-0.514,0.331,0.734,1.207,0.916,1
"732",0.612,1.226,1.191,-0.254,-0.57,89.39,0.299,-0.368,0.069,-0.956,1.022,163.2,0.973,-1.021,-0.06,1.677,-1.532,-1.298,-0.562,246.42,1.393,-1.146,1.406,1.058,-1.365,-1.602,1
"26011",0.212,0.972,0.985,-0.021,0.311,87.28,-0.153,0.286,1.081,-0.513,1.177,104.57,0.552,-1.293,-0.411,0.777,-0.862,-1.074,0.279,242.79,1.093,0.573,1.199,1.727,-1.011,-1.171,1
"4188",-0.939,-1.032,-1.35,-1.03,-0.129,235.62,1.204,0.041,-1.068,-0.956,-0.321,231.89,1.394,0.918,-0.579,-0.575,0.06,-0.548,-0.094,239.87,0.793,-0.331,-0.459,1.312,1.338,1.018,1
"64121",0.633,0.888,0.894,0.6,0.135,81.88,-0.605,-1.105,-0.057,0.078,-0.063,31.58,0.131,-0.261,0.475,0.263,-0.687,0.029,-1.022,269.62,-0.077,-0.094,1.13,-1.207,-0.722,-0.405,1
"14871",0.514,0.662,0.71,0.523,-0.658,81.39,-0.605,0.204,1.081,0.004,-0.27,86.23,0.131,-1.547,0.001,0.853,-1.003,-0.875,1.109,249.58,0.853,-0.006,1.354,0.988,-1.11,-1.364,1
"525",0.695,-0.778,-0.435,-0.642,0.884,97.98,0.752,0.614,-1.637,-0.882,-0.166,246.64,0.973,0.538,1.147,0.329,-0.694,-0.41,-0.639,257.39,0.553,0.946,-2.625,-1.921,-0.167,0.385,1
"5226",-1.055,-0.015,-1.259,3.706,0.707,348.88,-3.319,3.559,0.006,4.358,-0.321,4.51,-4.08,0.898,-0.609,1.402,1.081,3.183,-0.051,5.95,-3.047,0.833,-0.442,-0.282,1.514,1.445,1
"2414",0.387,0.718,0.733,0.911,-1.891,78.61,-1.058,0.614,1.333,0.299,-1.045,75.62,-0.29,0.382,0.78,-1.404,0.83,0.33,0.248,167.39,-0.317,1.017,0.503,1.52,-0.349,-0.527,1
"2081",-0.872,-0.721,-0.457,0.678,-0.173,63.39,-0.605,1.596,1.902,1.111,0.195,62.17,-1.132,0.947,-0.426,0.096,1.969,1.065,0.275,56.83,-0.977,0.686,0.185,0.342,1.353,1.164,1
"46801",0.407,1.226,1.191,-0.409,0.575,90.31,0.299,-0.205,0.701,-0.439,-0.166,106.46,0.552,-1.361,-0.105,-0.403,-0.058,-0.599,0.158,242.71,0.673,-0.425,0.856,-0.282,-0.906,-0.944,1
"23521",1.249,2.214,1.993,-0.642,0.003,91.59,0.752,-0.368,-0.057,-1.029,0.144,173.79,1.394,-1.508,0.246,2.495,-2.066,-1.712,-0.387,245.07,1.812,-1.264,1.56,1.335,-1.508,-1.877,1
"1796",-0.055,-1.032,-0.801,0.756,-0.129,36.21,-1.058,-0.859,-0.183,0.373,0.144,31.14,-0.29,1.239,0.795,-1.008,0.407,0.391,0.793,301,-0.107,0.142,-0.588,0.434,1.024,1.053,1
"2498",-2.021,-1.032,-1.396,-0.797,-0.438,249.28,0.752,-0.614,-0.563,-0.734,-0.011,211.79,0.973,0.314,-2.289,-1.135,0.59,-0.487,-0.276,210,0.673,-0.165,0.598,0.457,1.7,1.315,1
"4879",-1.939,-1.088,-1.007,0.833,-0.085,185.17,-0.605,-0.45,-0.752,0.299,-0.942,231.34,0.131,0.051,-2.09,-1.216,0.479,-0.124,0.319,244.67,0.433,0.94,-0.528,-0.905,1.258,1.347,1
"582",-1.459,-0.467,-0.228,-1.263,0.575,108.17,1.204,0.941,1.649,0.004,1.332,86.74,-0.29,0.129,-1.556,-0.992,1.249,0.371,0.877,62.86,-0.647,2.316,-0.064,0.48,1.157,0.939,1
"44431",-0.979,-0.693,-0.457,-1.418,-0.173,118.75,1.204,-0.041,0.891,-0.513,-0.942,105.45,0.552,0.821,-0.38,-1.033,1.34,0.233,-0.027,74.75,-0.167,1.607,-1.104,-0.051,1.519,1.412,1
"3369",-1.438,-0.862,-0.503,-0.487,-0.614,95.31,0.299,-0.205,-1.131,-0.144,0.557,271.5,-0.29,0.47,-1.449,0.223,-0.648,0.213,0.608,274.76,0.043,0.822,0.271,0.665,1.264,1.013,1
"28",-0.567,-1.229,-0.824,-0.409,-1.01,93.22,0.299,-0.614,0.322,-0.07,-1.355,85.3,0.131,1.006,-0.029,-1.394,0.723,0.371,-0.434,337.63,-0.347,0.331,-0.279,1.173,0.96,0.709,1
"5198",-0.943,-0.693,-1.602,0.756,-0.261,299.1,-1.058,0.45,-1.194,1.037,-0.528,315.99,-1.132,1.181,-0.258,-0.159,0.014,1.223,0.521,317.7,-0.917,-0.372,-0.846,-0.513,1.568,1.536,1
"5287",0.912,1.226,1.168,-0.642,1.236,92.17,0.299,-0.941,-0.436,-0.513,1.435,223.29,0.552,-1.508,0.414,1.799,-1.738,-0.844,1.741,256.54,0.853,0.059,1.44,1.266,-0.915,-1.223,1
"2650",-1.103,-0.806,-1.465,-1.496,0.752,232.04,1.204,-0.205,-1.005,-0.66,0.867,240.73,0.552,0.674,-0.869,-1.109,0.376,-0.114,0.309,249.06,0.073,0.236,0.22,-0.813,1.117,1.233,1
"11101",0.854,1.198,1.168,0.212,-1.098,85.64,-0.153,-0.205,0.765,-0.144,-0.425,90,0.131,-1.098,0.337,-0.647,0.155,0.682,-0.246,304.72,-0.707,-0.118,0.056,-2.314,-1.34,-1.055,1
"34021",0.723,-0.354,-0.16,0.833,0.135,68.49,-1.058,-1.269,-0.247,-0.291,-0.58,213.28,0.131,0.08,1.208,-0.245,-0.207,-0.579,-0.074,246.09,0.583,1.991,-0.21,0.734,-0.117,-0.047,1
"3497",0.548,-0.326,-0.091,0.367,0.179,77.03,-0.153,-0.778,-0.12,0.447,-0.115,14.52,-0.711,1.152,1.376,-0.865,0.369,0.616,0.679,308.45,-0.677,0.798,-0.889,0.734,0.512,0.474,1
"3594",-0.453,-1.201,-1.259,-0.642,0.091,247.58,0.752,-0.614,-0.815,0.004,-0.373,282.65,0.131,1.22,0.261,-1.043,0.304,0.187,-0.696,284.15,-0.137,-0.49,-1.009,-1.575,1.159,1.389,1
"2512",1.316,1.283,1.237,-0.564,1.853,91.82,0.299,-1.187,-0.12,-0.291,-0.528,207.9,0.131,-1.878,0.689,0.263,-0.683,0.141,-0.867,272.73,-0.227,-1.004,-1.774,-2.406,-1.738,-1.472,1
"14361",0.928,0.464,0.481,1.454,-0.702,70.33,-1.51,-0.532,0.322,0.373,-1.148,51.51,-0.29,-0.154,0.994,-0.748,0.155,0.488,0.087,296.07,-0.527,-1.051,-0.013,-1.968,-0.872,-0.483,1
"10681",1.082,1.311,1.237,0.523,-0.35,83.71,-0.605,-1.35,-0.12,-0.07,-0.476,34.9,0.131,-0.426,0.734,0.68,-0.991,-0.175,-0.454,264.91,0.133,-0.496,-2.152,-2.083,-1.335,-1.066,1
"5387",-0.275,-1.032,-1.282,0.678,1.192,317.38,-0.605,0.941,0.196,1.997,-0.373,10.71,-1.975,1.084,0.46,-0.306,0.993,1.427,-0.367,189.88,-1.547,0.219,-0.691,-0.536,1.098,1.256,1
"20071",1.082,1.368,1.306,-1.186,-0.085,96.12,1.204,-0.614,0.322,-0.586,-0.528,123.37,0.552,-1.693,0.414,-0.153,-0.37,0.136,-0.827,272.9,-0.047,-0.354,0.203,-1.76,-1.58,-1.313,1
"27191",1.359,1.198,1.146,0.911,1.28,80.66,-0.605,-0.778,0.259,-0.439,0.04,122.61,0.552,-1.235,1.238,-0.092,-0.393,-0.038,0.477,267.06,0.043,-0.053,-0.072,-0.697,-1.116,-0.958,1
"53041",0.716,0.831,0.871,-0.254,-0.614,89.28,0.299,-0.041,0.891,-0.144,0.247,90,0.131,-0.446,0.398,0.823,-0.984,-0.854,0.504,249.66,0.553,-0.13,1.371,1.727,-0.793,-0.99,1
"35301",0.066,0.239,0.321,1.144,1.016,72.37,-1.058,0.123,0.765,0.742,0.66,51.78,-0.711,-0.943,-0.075,0.075,-0.508,0.366,0.9,281.68,-0.437,1.802,0.701,0.965,-0.306,-0.405,1
"1264",-0.08,-0.58,-1.671,1.066,-0.394,302.42,-1.058,0.777,-1.826,0.299,0.247,283.56,-0.29,1.366,0.719,0.019,-0.469,0.315,1.149,278.94,-0.047,-0.13,-0.786,0.827,1.024,0.886,1
"918",0.48,0.86,0.825,1.299,-0.702,75.59,-1.51,-0.287,0.701,0.078,-0.321,80.6,0.131,-0.572,0.505,-0.723,0.102,-0.288,0.944,256.17,0.373,0.875,0.22,1.035,-0.777,-0.861,1
"3359",0.853,0.775,0.779,0.756,0.091,80.24,-0.605,0.368,1.081,-0.734,0.04,112.44,0.973,-0.426,0.414,0.268,-0.111,-1.492,-0.988,217.85,1.752,1.194,1.208,0.203,-1.124,-1.121,1
"5384",-0.604,-1.286,-1.053,0.29,0.355,175.97,-0.153,0.368,0.006,1.406,0.144,16.81,-1.553,1.084,0.017,-0.448,1.115,1.228,-0.091,19.35,-1.307,0.55,-0.236,-0.628,1.281,1.294,1
"1532",1.39,0.916,0.917,0.367,1.632,83.78,-0.153,-0.205,-0.563,-1.177,-0.631,204.1,1.394,-1.673,0.948,1.26,-1.159,-1.39,-0.36,241.31,1.543,-1.01,0.821,-0.49,-1.167,-1.232,1
"24611",-0.213,0.126,0.184,1.532,-0.526,65.64,-1.51,0.859,1.017,1.332,-0.373,42.66,-1.553,0.47,0.2,-0.22,1.496,1.254,-0.528,36.81,-1.427,0.544,-0.855,0.942,0.306,0.192,1
"9581",0.074,2.017,1.833,-0.021,-1.495,88.33,-0.153,0.695,1.46,-0.291,-0.218,93.35,0.552,-0.631,-0.594,0.472,-0.721,-0.768,0.554,246.75,0.883,-1.264,1.148,0.249,-1.239,-1.407,1
"1972",0.625,-0.157,0.001,0.756,-1.451,72.91,-1.058,-0.696,-0.689,0.004,-0.476,283.06,-0.29,0.265,1.04,-0.067,-0.382,0.253,0.433,278.19,-0.077,0.148,0.117,0.111,-0.114,-0.103,1
"5241",-1.987,0.38,-2.427,-2.273,1.148,246.71,2.561,3.805,-3.722,-2.21,3.347,242.95,2.236,-0.076,-2.442,2.495,-1.913,-1.921,2.137,241.54,1.932,0.372,-0.038,0.319,1.297,0.981,1
"25411",2.101,2.525,2.245,0.445,-0.173,85.83,-0.153,-0.123,0.259,-1.251,0.04,156.28,1.394,-1.186,1.36,1.362,-1.262,-1.339,-1.288,243.21,1.333,-0.844,-0.072,-1.575,-1.753,-1.888,1
"4092",-0.45,-0.552,-0.274,0.212,-0.173,77.55,-0.153,-0.696,0.006,0.447,-0.27,19.02,-0.29,0.937,0.215,-1.023,0.654,0.738,0.104,340.92,-0.767,-0.407,-0.021,0.711,1.111,0.928,1
"3400",-2.584,1.452,-1.877,7.278,5.86,338.83,-6.938,7.569,-1.953,7.753,3.502,345.09,-7.448,-1.176,-3.297,5.18,-0.408,6.803,1.751,346.42,-5.867,2.381,-0.554,-1.321,1.251,1.36,1
"51511",0.955,0.154,0.298,-0.953,-0.482,98.15,0.752,-0.941,0.196,0.004,0.35,73.25,0.131,0.791,1.528,-0.54,-0.043,-0.104,0.985,262.71,0.013,0.39,-0.244,1.127,-0.241,-0.294,1
"3372",-2.154,-0.636,-0.32,0.212,0.003,77.33,-0.153,-0.123,0.069,0.963,0.712,16.43,-1.132,-0.3,-2.564,-0.799,0.365,0.662,2.833,312.06,-0.797,1.732,1.303,0.896,1.213,0.903,1
